price,region,address,bedrooms,bathrooms
"799,000","Ajax, ON","2 ROLLO DR, Ajax, Ontario",3,3
"989,000","Ajax, ON","717 OLD HARWOOD AVE, Ajax, Ontario",2 + 1,1
"999,900","Ajax, ON","52 ADDLEY CRES, Ajax, Ontario",3,4
"799,900","Ajax, ON","249 MONARCH AVE, Ajax, Ontario",3,3
"899,999","Ajax, ON","18 MONK CRES, Ajax, Ontario",3,3
"1,199,000","Ajax, ON","4 SALLIS DR, Ajax, Ontario",4,3
"2,600,000","Ajax, ON","45 BLOWER RD, Ajax, Ontario",,
"899,000","Ajax, ON","38 E COXHEAD Lane, Durham, Ontario",3 + 0,0
"1,449,000","Ajax, ON","4 BIGGS DR, Ajax, Ontario",4 + 1,4
"549,900","Ajax, ON","#415 -191 LAKE DRIVEWAY WAY, Ajax, Ontario",2,2
"1,088,000","Ajax, ON","899 FINLEY AVE, Ajax, Ontario",3,3
"899,999","Ajax, ON",Address not available,3,3
"633,000","Ajax, ON","#502 -92 CHURCH ST S, Ajax, Ontario",2,2
"899,000","Ajax, ON","38 COXHEAD LANE, Ajax, Ontario",3,3
"1,199,000","Ajax, ON","4 STOCKBRIDGE CRES, Ajax, Ontario",3,3
"899,000","Ajax, ON","57 CULLCASTLE ST, Ajax, Ontario",3,3
"999,900","Ajax, ON","11 BOOKER DR, Ajax, Ontario",3,3
"999,900","Ajax, ON","14 TILLER ST, Ajax, Ontario",3,3
"999,900","Ajax, ON","14 TILLER Street, Ajax, Ontario",3 + 0,3
"938,800","Ajax, ON","93 CARPENDALE CRES, Ajax, Ontario",3,3
"1,199,999","Ajax, ON","31 BELLOTTI CRES, Ajax, Ontario",4,3
"999,000","Ajax, ON","18 CRANLEY CRT, Ajax, Ontario",3 + 1,4
"899,000","Ajax, ON","100 CHRISTENA CRES, Ajax, Ontario",3 + 2,2
"850,000","Ajax, ON","37 BEATTY RD, Ajax, Ontario",3,2
"1,289,900","Ajax, ON","25 DEVERILL CRES, Ajax, Ontario",3 + 1,3
"1,395,000","Ajax, ON","48 LOUGHLIN HILL CRES, Ajax, Ontario",2 + 1,3
"775,000","Ajax, ON","124 CARPENDALE CRES, Ajax, Ontario",3,2
"999,000","Ajax, ON","113 ELLIOTTGLEN DR, Ajax, Ontario",3,4
"1,190,000","Ajax, ON","24 RAITHBY CRES, Ajax, Ontario",4 + 1,4
"950,000","Ajax, ON","38 CEDAR ST, Ajax, Ontario",4 + 1,2
"729,000","Ajax, ON","160 CLEMENTS RD E, Ajax, Ontario",3,3
"1,099,000","Ajax, ON","22 COUGHLEN ST, Ajax, Ontario",3,3
"749,900","Ajax, ON","29 CLOWES ST W, Ajax, Ontario",2 + 1,3
"1,799,000","Ajax, ON","16 BRICE DR, Ajax, Ontario",4,5
"1,099,000","Ajax, ON","44 STRICKLAND DR, Ajax, Ontario",4 + 1,4
"999,898","Ajax, ON","18 FITZGERALD DR, Ajax, Ontario",2 + 1,2
"699,000","Ajax, ON","16 THORNHARROLD ST, Ajax, Ontario",2,2
"1,149,000","Ajax, ON","42 ATHERTON AVE, Ajax, Ontario",3 + 1,3
"1,750,717","Ajax, ON","PT L11 WESTNEY RD N, Ajax, Ontario",0,
"990,000","Ajax, ON","91 FEINT DR, Ajax, Ontario",3,4
"949,900","Ajax, ON","28 ELGIN ST, Ajax, Ontario",3 + 1,2
"989,900","Ajax, ON","487 ROSSLAND RD E, Ajax, Ontario",3,3
"998,000","Ajax, ON","51 GURR CRES, Ajax, Ontario",3 + 1,4
"1,099,000","Ajax, ON","36 TODHUNTER CRES, Ajax, Ontario",3 + 1,4
"800,000","Ajax, ON","20 WEEKES DR, Ajax, Ontario",3,2
"1,799,900","Ajax, ON","141 ELIZABETH ST, Ajax, Ontario",4 + 1,4
"1,388,000","Ajax, ON","127 KEARNEY DR, Ajax, Ontario",4,4
"949,900","Ajax, ON","134 ATHERTON AVE, Ajax, Ontario",3,3
"699,000","Ajax, ON","92 BURCHER RD, Ajax, Ontario",3,1
"699,000","Ajax, ON","31 WINDSOR AVE, Ajax, Ontario",3,1
"899,000","Ajax, ON","58 BOOTH CRES, Ajax, Ontario",3,3
"849,900","Ajax, ON","9 MILLINGTON CRES, Ajax, Ontario",3,4
"999,999","Ajax, ON","66 KNAPTON AVE, Ajax, Ontario",4 + 1,4
"1,200,000","Ajax, ON","804 AUDLEY RD S, Ajax, Ontario",4,4
"799,990","Ajax, ON","571 ROSSLAND RD E, Ajax, Ontario",3,3
"799,900","Ajax, ON","44 HORNSELL CIRC, Ajax, Ontario",3,3
"1,499,900","Ajax, ON","8 SIVYER CRES, Ajax, Ontario",4 + 2,4
"899,000","Ajax, ON","38 BOYLETT RD, Ajax, Ontario",4,3
"749,000","Ajax, ON","128 WRIGHT CRES, Ajax, Ontario",3 + 1,3
"699,900","Ajax, ON","#1211 -2 WESTNEY RD N, Ajax, Ontario",2,2
"1,250,000","Ajax, ON","76 RADFORD DR, Ajax, Ontario",3,4
"999,000","Ajax, ON","36 ADMIRAL RD, Ajax, Ontario",3 + 2,2
"879,900","Ajax, ON","26 ALDONSCHOOL CRT, Ajax, Ontario",3,4
"989,900","Ajax, ON","38 O'DELL CRT, Ajax, Ontario",3 + 1,2
"799,900","Ajax, ON","479 ROSSLAND RD E, Ajax, Ontario",3 + 1,3
"1,399,000","Ajax, ON","42 WILSONGARY CIRC, Ajax, Ontario",4,3
"799,998","Ajax, ON","68 WESTRAY CRES, Ajax, Ontario",3,3
"799,900","Ajax, ON","86 THORP CRES, Ajax, Ontario",3 + 1,3
"799,000","Ajax, ON","26 HEWITT CRES, Ajax, Ontario",3 + 1,2
"916,121","Ajax, ON","175 DELANEY DR, Ajax, Ontario",3 + 2,2
"1,399,990","Ajax, ON","8 SNOWLING DR, Ajax, Ontario",4,4
"999,000","Ajax, ON","56 SNOWLING DR, Ajax, Ontario",3,3
"899,900","Ajax, ON","21 TRAWLEY CRES, Ajax, Ontario",3,2
"1,999,999","Ajax, ON","50 WESTON CRES, Ajax, Ontario",5 + 1,5
"1,599,888","Ajax, ON","11 STOCKELL CRES, Ajax, Ontario",4 + 2,5
"1,199,000","Ajax, ON","31 DEVINERIDGE AVE, Ajax, Ontario",3,3
"1,300,000","Ajax, ON","82 LINTON AVE, Ajax, Ontario",3 + 1,4
"1,050,000","Ajax, ON","18 BOWERS CRT, Ajax, Ontario",3,3
"850,000","Ajax, ON","74 KIPLING CRES, Ajax, Ontario",4 + 1,4
"899,999","Ajax, ON","162 BAYLY ST W, Ajax, Ontario",3,3
"769,900","Ajax, ON","19 MAPLE ST, Ajax, Ontario",2,1
"849,000","Ajax, ON","40 RIDEOUT ST, Ajax, Ontario",3 + 1,2
"1,000,000","Ajax, ON","160 LARGE CRES, Ajax, Ontario",3,4
"1,499,000","Ajax, ON","59 ARFIELD AVE, Ajax, Ontario",4,4
"1,299,900","Ajax, ON","31 WATERSPLACE AVE, Ajax, Ontario",4 + 1,4
"999,000","Ajax, ON","16 BROCKMAN CRES, Ajax, Ontario",3 + 1,3
"788,888","Ajax, ON",Address not available,3 + 1,3
"549,000","Ajax, ON","#905 -44 FALBY CRT, Ajax, Ontario",2,2
"999,000","Ajax, ON","113 WARNFORD CIRC, Ajax, Ontario",4,3
"2,249,000","Ajax, ON","44 WILLIAMSON DR W, Ajax, Ontario",4 + 3,5
"1,199,999","Ajax, ON","53 TAVERNER CRES, Ajax, Ontario",3 + 1,3
"788,888","Ajax, ON","30 ABELA LANE, Ajax, Ontario",3,3
"899,999","Ajax, ON","31 TRESHER CRT, Ajax, Ontario",3,3
"1,099,000","Ajax, ON","82 REED DR, Ajax, Ontario",4,3
"1,149,900","Ajax, ON","69 MANDRAKE ST, Ajax, Ontario",3 + 1,4
"999,000","Ajax, ON","30 ALDONSCHOOL CRT, Ajax, Ontario",3,3
"1,000,000","Ajax, ON","15 SHERWOOD RD W, Ajax, Ontario",3,2
"699,000","Ajax, ON","20 CLOWES Street, Ajax, Ontario",2 + 0,3
"699,000","Ajax, ON","20 CLOWES ST, Ajax, Ontario",2,3
"1,099,999","Ajax, ON","78 LARGE CRES, Ajax, Ontario",4 + 1,3
"1,549,888","Ajax, ON","11 REDMOND DR, Ajax, Ontario",4,3
"899,777","Ajax, ON","63 DEVINERIDGE AVE, Ajax, Ontario",3,3
"1,099,000","Ajax, ON","136 GOSS LANE, Ajax, Ontario",4 + 1,3
"1,699,900","Ajax, ON","10 MCALPINE AVE, Ajax, Ontario",4 + 1,5
"1,149,000","Ajax, ON","79 HURLEY RD, Ajax, Ontario",3 + 1,2
"1,099,000","Ajax, ON","79 MARJORAM DR, Ajax, Ontario",4,3
"899,900","Ajax, ON","144 CHATFIELD DR, Ajax, Ontario",3,3
"1,299,900","Ajax, ON","1127 CHURCH ST N, Ajax, Ontario",3,3
"909,888","Ajax, ON","88 VENTURA LANE, Ajax, Ontario",3 + 1,3
"1,800,000","Ajax, ON","23 AINSBURY AVE, Ajax, Ontario",5,5
"699,999","Ajax, ON","1 ONTARIO ST, Ajax, Ontario",3,1
"999,000","Ajax, ON","0 CUNLIFFE LANE, Ajax, Ontario",4,4
"1,486,000","Ajax, ON","1177 CHURCH ST N, Ajax, Ontario",4 + 1,4
"1,100,000","Ajax, ON","56 MARSHALL CRES, Ajax, Ontario",3 + 1,3
1,"Ajax, ON","N/A SALEM RD, Ajax, Ontario",,
"1,349,800","Ajax, ON","L70 COPPINI LANE, Ajax, Ontario",3,3
"1,200,000","Ajax, ON","0 NIMMO LANE N, Ajax, Ontario",3,3
"3,499,000","Ajax, ON","2405 AUDLEY RD, Ajax, Ontario",4,2
"769,000","Clarington, ON","118 FERRIS SQ, Clarington, Ontario",3,4
"999,000","Clarington, ON","104 KINGSWOOD DR, Clarington, Ontario",4,4
"799,000","Clarington, ON","122 FIELDCREST AVE, Clarington, Ontario",3 + 1,4
"549,900","Clarington, ON","#403 -84 ASPEN SPRINGS DR, Clarington, Ontario",2,2
"649,000","Clarington, ON","35-37 ONTARIO ST, Clarington, Ontario",1 + 1,2
"699,900","Clarington, ON","25 SECOND ST, Clarington, Ontario",3,2
"749,900","Clarington, ON","57 MALLORY ST, Clarington, Ontario",2 + 1,3
"799,900","Clarington, ON","120 MCFEETERS CRES, Clarington, Ontario",3 + 1,2
"799,000","Clarington, ON","68 RICHARD DAVIES CRES, Clarington, Ontario",4,4
"1,199,900","Clarington, ON","91 JENNINGS DR, Clarington, Ontario",4 + 1,4
"699,900","Clarington, ON","15 SOPER CRT, Clarington, Ontario",3 + 1,4
"679,000","Clarington, ON","32 SANDRINGHAM DR, Clarington, Ontario",3,2
"799,900","Clarington, ON","130 GEORGE ST E, Clarington, Ontario",3,3
"699,900","Clarington, ON","300 SWINDELLS ST, Clarington, Ontario",3,3
"799,900","Clarington, ON","89 SIDNEY RUNDLE AVE, Clarington, Ontario",3,4
"969,900","Clarington, ON","104 JEROME WAY, Clarington, Ontario",3,3
"599,000","Clarington, ON","104 ELGIN ST, Clarington, Ontario",3,1
"988,888","Clarington, ON","9 SAUNDERS AVE, Clarington, Ontario",4 + 1,3
"1,150,000","Clarington, ON","35 WABBOKISH CRT, Clarington, Ontario",3,3
"749,900","Clarington, ON","102 KING WILLIAM WAY, Clarington, Ontario",3,3
"999,999","Clarington, ON","144 NELSON ST, Clarington, Ontario",4,3
"774,900","Clarington, ON","67 CALE AVE, Clarington, Ontario",3,3
"1,099,000","Clarington, ON","51 PIPER CRES, Clarington, Ontario",3 + 1,4
"699,900","Clarington, ON","31 NIDDERY ST, Clarington, Ontario",2,1
"699,900","Clarington, ON","69 BLUFFS RD, Clarington, Ontario",2,2
"799,000","Clarington, ON","19 YORKVILLE DR, Clarington, Ontario",2 + 1,3
"899,900","Clarington, ON","27 CONNELL LANE, Clarington, Ontario",3,2
"749,900","Clarington, ON","227 SPRUCEWOOD CRES, Clarington, Ontario",3,4
"1,080,000","Clarington, ON","42 WHITEHAND DR, Clarington, Ontario",4,4
"1,149,900","Clarington, ON","7 HENRY SMITH AVE, Clarington, Ontario",4,3
"699,999","Clarington, ON","101 YORKVILLE DR, Clarington, Ontario",3,4
"699,999","Clarington, ON","101 YORKVILLE Drive, Courtice, Ontario",3 + 0,4
"1,059,000","Clarington, ON","75 WILLIAM COWLES DR, Clarington, Ontario",3,4
"399,900","Clarington, ON","35 WATER ST, Clarington, Ontario",1,1
"1,300,000","Clarington, ON","22 WILLIAM FAIR DR, Clarington, Ontario",4,3
"699,900","Clarington, ON","112 LAKEVIEW RD, Clarington, Ontario",3,1
"699,999","Clarington, ON","162 EDWARD ST W, Clarington, Ontario",3 + 1,2
"1,249,000","Clarington, ON","118 EDWIN CARR ST, Clarington, Ontario",3,3
"1,149,000","Clarington, ON","26 WILLOUGHBY PL, Clarington, Ontario",4,4
"1,099,000","Clarington, ON","30 SKINNER CRT, Clarington, Ontario",3,3
"2,195,000","Clarington, ON","6358 ENFIELD RD, Clarington, Ontario",4,3
"878,800","Clarington, ON","23 ROSER CRES, Clarington, Ontario",4,3
"899,000","Clarington, ON","63 SHORT CRES, Clarington, Ontario",3,3
"399,900","Clarington, ON","8 KAWARTHA RD, Clarington, Ontario",2,2
"559,900","Clarington, ON","0 WABBOKISH CRT, Clarington, Ontario",0,
"799,999","Clarington, ON","54 FERRIS SQ, Clarington, Ontario",3,4
"1,750,000","Clarington, ON","123 COURTNEY ST, Clarington, Ontario",4,4
"799,900","Clarington, ON","48 BROOKHOUSE DR, Clarington, Ontario",2,2
"999,999","Clarington, ON","226 KENNETH COLE DR, Clarington, Ontario",4 + 1,4
"999,999","Clarington, ON","226 KENNETH COLE Drive, Bowmanville, Ontario",4 + 0,4
"799,900","Clarington, ON","19 PRESTONWAY DR, Clarington, Ontario",3,3
"1,399,000","Clarington, ON","99 MCPHAIL AVE, Clarington, Ontario",4,4
"1,049,900","Clarington, ON","68 WINDHAM CRES, Clarington, Ontario",3 + 1,4
"998,000","Clarington, ON","48 LANDERVILLE LANE, Clarington, Ontario",4,3
"899,000","Clarington, ON","46 DAISEYFIELD AVE, Clarington, Ontario",3,4
"899,900","Clarington, ON","247 BEAVER ST N, Clarington, Ontario",3,2
"799,000","Clarington, ON","72 HOBBS DR, Clarington, Ontario",3,2
"1,399,000","Clarington, ON","99 MCPHAIL Avenue, Bowmanville, Ontario",4 + 0,4
"699,900","Clarington, ON","23 FIRWOOD AVE, Clarington, Ontario",3,4
"849,900","Clarington, ON","94 COTTON ST, Clarington, Ontario",3,3
"1,450,000","Clarington, ON","234 CROMBIE ST, Clarington, Ontario",4,3
"2,299,000","Clarington, ON","5 BUTTERY CRT, Clarington, Ontario",3 + 3,4
"799,000","Clarington, ON","10 WALBRIDGE CRT, Clarington, Ontario",3 + 1,3
"850,000","Clarington, ON","17 SUMMERLEA CRT, Clarington, Ontario",5 + 2,3
"785,000","Clarington, ON","571 LONGWORTH Avenue Unit# 24, Bowmanville, Ontario",3 + 0,2
"798,000","Clarington, ON","1 LOANA LANE N, Clarington, Ontario",3,3
"799,999","Clarington, ON","62 RICHARD DAVIES CRES, Clarington, Ontario",3,3
"799,888","Clarington, ON","83 CRYDERMAN LANE, Clarington, Ontario",3,3
"899,000","Clarington, ON","13 KINTYRE ST, Clarington, Ontario",3 + 1,3
"749,900","Clarington, ON","69A TOWNLINE RD S, Clarington, Ontario",3 + 2,2
"1,760,000","Clarington, ON","139 YACHT DR, Clarington, Ontario",5 + 2,6
"1,499,900","Clarington, ON","46 KILPATRICK CRT, Clarington, Ontario",4 + 2,5
"929,000","Clarington, ON","74 HIGH ST, Clarington, Ontario",3 + 1,2
"1,225,000","Clarington, ON","109 LYLE DR, Clarington, Ontario",2,2
"1,760,000","Clarington, ON","139 YACHT Drive, Bowmanville, Ontario",5 + 0,6
"499,900","Clarington, ON","#29 -1430 GORD VINSON AVE, Clarington, Ontario",1,1
"899,900","Clarington, ON","123 REMMINGTON ST, Clarington, Ontario",4,3
"1,599,900","Clarington, ON","3548 CONCESSION 7 RD, Clarington, Ontario",3,2
"549,900","Clarington, ON","6 LIBERTY ST S, Clarington, Ontario",3,1
"849,900","Clarington, ON","38 FOXHUNT TR, Clarington, Ontario",4 + 1,3
"799,999","Clarington, ON","45 EDGERTON DR, Clarington, Ontario",3,3
"999,900","Clarington, ON","10 HENRY SMITH AVE, Clarington, Ontario",4,3
"1,900,000","Clarington, ON","22 BICE CRT, Clarington, Ontario",3,3
"1,499,990","Clarington, ON","134 AUBURN CRT, Clarington, Ontario",4,4
"699,000","Clarington, ON","30 KINGSVIEW CRT, Clarington, Ontario",3 + 1,4
"1,099,999","Clarington, ON","266 KENNETH COLE DR, Clarington, Ontario",4,4
"799,000","Clarington, ON","71 FRY CRES, Clarington, Ontario",3,3
"1,779,900","Clarington, ON","92 PERRY AVE, Clarington, Ontario",4 + 1,3
"849,900","Clarington, ON","30 CAREY LANE, Clarington, Ontario",3,3
"1,000,000","Clarington, ON","4020 WALSH RD, Clarington, Ontario",3 + 1,3
"899,900","Clarington, ON","71 CROWS NEST LANE, Clarington, Ontario",3,3
"1,699,990","Clarington, ON","LOT 2 COURVIER CRES, Clarington, Ontario",4,4
"899,900","Clarington, ON","21 AUBURN LANE, Clarington, Ontario",4,3
"999,900","Clarington, ON","1 GIMBLETT ST, Clarington, Ontario",2 + 1,3
"1,100,000","Clarington, ON","29 PINEDALE CRES, Clarington, Ontario",4 + 1,4
"1,299,000","Clarington, ON","262 KENNETH COLE DR, Clarington, Ontario",4 + 2,4
"999,900","Clarington, ON","267 SWINDELLS ST, Clarington, Ontario",3 + 1,4
"899,900","Clarington, ON","3958 HIGHWAY 2, Clarington, Ontario",3,1
"795,900","Clarington, ON","132 HIGH ST, Clarington, Ontario",3,2
"8,250,000","Clarington, ON","N/A BASELINE RD W, Clarington, Ontario",,
"1,150,000","Clarington, ON","34 CLARINGTON BLVD, Clarington, Ontario",3,3
"2,499,900","Clarington, ON","3620 OLD SCUGOG RD, Clarington, Ontario",5,4
"799,000","Clarington, ON","86 LARKIN Lane, Bowmanville, Ontario",3 + 0,3
"879,900","Clarington, ON","28 KATERSON LANE, Clarington, Ontario",3,2
"1,700,000","Clarington, ON","1554 TAUNTON RD, Clarington, Ontario",0,
"1,499,999","Clarington, ON","185 DOUGLAS KEMP CRES, Clarington, Ontario",4,4
"799,000","Clarington, ON","86 LARKIN LANE, Clarington, Ontario",3,3
"549,900","Clarington, ON","147 COVE RD, Clarington, Ontario",2,0
"1,799,999","Clarington, ON","493 TOWNLINE RD N, Clarington, Ontario",4,3
"1,639,000","Clarington, ON","202 CROMBIE ST, Clarington, Ontario",4,4
"1,499,999","Clarington, ON","1363 TOWNLINE RD N, Clarington, Ontario",4 + 3,3
"897,900","Clarington, ON","16 LONGWOOD CRT, Clarington, Ontario",3,3
"1,099,900","Clarington, ON","225 LIBERTY ST, Clarington, Ontario",3 + 2,2
"3,899,000","Clarington, ON","10131 LONG SAULT RD, Clarington, Ontario",3 + 1,4
"879,990","Clarington, ON","262 SWINDELLS ST, Clarington, Ontario",3,3
"1,549,900","Clarington, ON","197 DOUGLAS KEMP CRES, Clarington, Ontario",4,4
"1,199,000","Clarington, ON","6500 SOLINA RD, Clarington, Ontario",0,
"999,000","Clarington, ON","75 LIBERTY ST N, Clarington, Ontario",3 + 1,2
"1,299,000","Clarington, ON","1844 PEBBLESTONE RD, Clarington, Ontario",0,
"1,799,000","Clarington, ON","2 LARKIN LANE, Clarington, Ontario",4,5
"1,099,000","Clarington, ON","91 LAPRADE SQ, Clarington, Ontario",4,3
"899,999","Clarington, ON","10 DEPEW LANE, Clarington, Ontario",3,3
"1,080,000","Clarington, ON","112 MCBRIDE AVE, Clarington, Ontario",3 + 0,3
"1,200,000","Clarington, ON","37 LYLE DR, Clarington, Ontario",2,2
"999,990","Clarington, ON","2480 RUNDLE RD, Clarington, Ontario",4,4
"2,499,000","Clarington, ON","3660 CONCESSION 6 RD, Clarington, Ontario",3,
"1,073,990","Clarington, ON","#1205 -55 CLARINGTON BLVD, Clarington, Ontario",2,3
"879,000","Clarington, ON","104 DUKE ST, Clarington, Ontario",2,1
"1,799,000","Clarington, ON","3657 CONCESSION 4 RD, Clarington, Ontario",2,1
"5,500,000","Clarington, ON","3350 MIDDLE RD, Clarington, Ontario",0,
"250,000","Clarington, ON","3347 CONCESSION 4 RD, Clarington, Ontario",0,0
"3,500,000","Clarington, ON","1953 HIGHWAY 2 RD, Clarington, Ontario",3,1
"3,500,000","Clarington, ON","2571 SOLINA RD, Clarington, Ontario",3,2
"1,800,000","Clarington, ON","3741 LAKESHORE RD E, Clarington, Ontario",4 + 1,5
1,"Clarington, ON","725 LAKE RD, Clarington, Ontario",,
1,"Clarington, ON","318 BENNETT RD, Clarington, Ontario",,
"2,900,000","Clarington, ON","0 EAST BEACH RD, Clarington, Ontario",0,
"3,950,000","Clarington, ON","1610 CONCESSION ROAD 7 RD, Clarington, Ontario",3 + 1,4
"2,599,900","Clarington, ON","24 TAMBLYN RD, Clarington, Ontario",3,
"2,200,000","Clarington, ON","3029 REGIONAL ROAD 20 RD, Clarington, Ontario",0,
"2,599,900","Clarington, ON","24 TAMBLYN RD, Clarington, Ontario",3,3
"2,499,000","Clarington, ON","2629 TRULLS RD, Clarington, Ontario",,
"2,899,000","Clarington, ON","2637 TRULLS RD, Clarington, Ontario",,
"1,100,000","Clarington, ON","248 MEARNS AVE, Clarington, Ontario",0,
"999,000","Clarington, ON","381 BOWMANVILLE AVE, Clarington, Ontario",,
"599,900","Brock, ON","616 SIMCOE ST, Brock, Ontario",2,1
"999,900","Brock, ON","2105 CONCESSION 6 RD, Brock, Ontario",3 + 2,3
"599,900","Brock, ON","616 SIMCOE Street, Beaverton, Ontario",2 + 0,1
"599,900","Brock, ON","LOT 17 CONCESSION 5 RD, Brock, Ontario",,
"749,900","Brock, ON","80 CAMERON ST, Brock, Ontario",4,2
"199,000","Brock, ON","LT 3 SHORE RD, Brock, Ontario",0,
"599,900","Brock, ON","310 LAKELAND CRES, Brock, Ontario",3,2
"199,000","Brock, ON","LT 3 SHORE Road, Beaverton, Ontario",,
"1,099,999","Brock, ON","0 CONCESSION 13 RD, Brock, Ontario",0,
"699,000","Brock, ON","40658 SHORE Road, Beaverton, Ontario",4 + 0,1
"589,900","Brock, ON","140 LAIDLAW ST S, Brock, Ontario",3,1
"225,000","Brock, ON","LOT 12 SHIER AVE, Brock, Ontario",0,0
"225,000","Brock, ON","LOT 12 SHIER Avenue, Brock, Ontario",,
"699,000","Brock, ON","40658 SHORE RD, Brock, Ontario",4,1
"2,998,000","Brock, ON","31750 SIMCOE ST, Brock, Ontario",3 + 2,4
"449,900","Brock, ON","PT LT 6 10 Concession, Beaverton, Ontario",,
"1,500,000","Brock, ON","24255 SIDEROAD 17 RD, Brock, Ontario",4,3
"799,000","Brock, ON","4 ART WELSH LANE, Brock, Ontario",3,3
"899,000","Brock, ON","111 TERRY CLAYTON AVE, Brock, Ontario",4,4
"999,900","Brock, ON","133 TERRY CLAYTON AVE, Brock, Ontario",4,3
"699,900","Brock, ON","PT LT 7 CONCESSION 11 RD, Brock, Ontario",,
"899,000","Brock, ON","111 TERRY CLAYTON Avenue, Beaverton, Ontario",4 + 0,4
"989,000","Brock, ON","420 CENTRE ST, Brock, Ontario",3,4
"749,900","Brock, ON","264 CHURCH ST, Brock, Ontario",3,2
"688,800","Brock, ON","0 CONCESSION 8 RD, Brock, Ontario",0,
"999,900","Brock, ON","52 POLLOCK AVE, Brock, Ontario",3 + 1,3
"679,900","Brock, ON","517 HIGHLAND CRES, Brock, Ontario",3 + 2,3
"1,690,000","Brock, ON","C205 DURHAM REG RD 12, Brock, Ontario",5,2
"935,000","Brock, ON","16 DON HADDEN CRES, Brock, Ontario",3,3
"1,450,000","Brock, ON","16970 SIDEROAD 18A RD, Brock, Ontario",0,0
"9,000,000","Brock, ON","LOT K CONCESSION 6 RD, Brock, Ontario",,
"9,000,000","Brock, ON","LOT K CONCESSION 6 RD, Brock, Ontario",0,
"999,900","Brock, ON","0 KING ST, Brock, Ontario",0,
"989,000","Brock, ON","672 SIMCOE ST, Brock, Ontario",3 + 1,2
"1,299,000","Brock, ON","3 PATRICIA CRES, Brock, Ontario",4,4
"799,999","Brock, ON","17 LAIDLAW ST S, Brock, Ontario",7,2
"2,700,000","Brock, ON","690 THORAH CONCESSION 2 RD, Brock, Ontario",4,3
"479,000","Brock, ON","40630 & 40632 SHORE RD, Brock, Ontario",3,2
"425,000","Brock, ON","00000 HWY 48, Beaverton, Ontario",,
"3,999,000","Brock, ON","PT LT12 CONCESSION 5 RD, Brock, Ontario",,
"4,750,000","Brock, ON","735 CONCESSION 9 RD, Brock, Ontario",4,3
"149,000","Brock, ON","40784 SHORE RD E, Brock, Ontario L0K1A0",0,
"879,000","Brock, ON","LOT 15 CONCESSION 5 RD, Brock, Ontario",0,
"525,000","Brock, ON","000 CONCESSION 9 RD, Brock, Ontario",0,
"1,600,000","Brock, ON","B1520 CONCESSION 8 RD, Brock, Ontario",,
"599,900","Oshawa, ON","58 WAVERLY ST S, Oshawa, Ontario",3,2
"700,000","Oshawa, ON","1138 WAKEFIELD CRES, Oshawa, Ontario",3 + 1,1
"499,000","Oshawa, ON","60 BROCK ST E, Oshawa, Ontario",3,3
"799,000","Oshawa, ON","759 ADELAIDE AVE, Oshawa, Ontario",3 + 2,2
"549,000","Oshawa, ON","#41 -350 CAMELOT CRT, Oshawa, Ontario",3,2
"899,900","Oshawa, ON","180 SHERWOOD AVE, Oshawa, Ontario",3 + 2,2
"1,159,000","Oshawa, ON","419 COMPTON CRES, Oshawa, Ontario",3,4
"899,900","Oshawa, ON","1427 ASHGROVE CRES, Oshawa, Ontario",3,4
"1,099,000","Oshawa, ON","1120 TALL PINE AVE, Oshawa, Ontario",3 + 1,4
"1,399,999","Oshawa, ON","344 NINA CRT, Oshawa, Ontario",4 + 1,4
"699,900","Oshawa, ON","211 MADAWASKA AVE, Oshawa, Ontario",3,1
"1,025,000","Oshawa, ON","433 MILTON ST, Oshawa, Ontario",3,2
"779,000","Oshawa, ON","157 CENTRE ST S, Oshawa, Ontario",3 + 2,3
"999,000","Oshawa, ON","1335 CRONK CRT, Oshawa, Ontario",3,4
"529,999","Oshawa, ON","#416 -1800 SIMCOE ST N, Oshawa, Ontario",3,3
"769,900","Oshawa, ON","#37 -811 WILSON RD N, Oshawa, Ontario",3,2
"679,999","Oshawa, ON","115 WAYNE AVE, Oshawa, Ontario",3 + 1,2
"1,100,000","Oshawa, ON","851 FLORELL DR, Oshawa, Ontario",3,2
"789,000","Oshawa, ON","168 ANNIS ST, Oshawa, Ontario",3,3
"749,000","Oshawa, ON","1052 SOUTHPORT DR, Oshawa, Ontario",3,3
"599,000","Oshawa, ON","126 VANCOUVER ST, Oshawa, Ontario",3 + 2,2
"1,025,000","Oshawa, ON","433 MILTON Street, Oshawa, Ontario",3 + 0,2
"679,999","Oshawa, ON","115 WAYNE Avenue, Oshawa, Ontario",3 + 1,2
"727,777","Oshawa, ON","#5 -33 TAUNTON RD E, Oshawa, Ontario",2 + 2,2
"899,900","Oshawa, ON","1720 RADCLIFFE DR, Oshawa, Ontario",3,3
"1,549,000","Oshawa, ON","554 WINDFIELDS FARM DR W, Oshawa, Ontario",4 + 3,5
"888,888","Oshawa, ON","89 SARITA PATH, Oshawa, Ontario",3,3
"949,000","Oshawa, ON","528 GRANDVIEW ST S, Oshawa, Ontario",3,2
"899,900","Oshawa, ON","853 CAPRI CRT, Oshawa, Ontario",3 + 1,2
"549,900","Oshawa, ON","#44 -1300 OXFORD ST, Oshawa, Ontario",3 + 1,2
"999,000","Oshawa, ON","1657 ERINDALE CRES, Oshawa, Ontario",3 + 2,4
